,name,city,state,search_string,url,geocode,lat,lon
87,Play It Again Sports,Melbourne,FLORIDA,"Play It Again Sports, Melbourne, FLORIDA",https://www.playitagainsports.com/locations/melbourne-fl,"(28.0782669, -80.6634909)",28.0782669,-80.6634909
88,Play It Again Sports,Ocala,FLORIDA,"Play It Again Sports, Ocala, FLORIDA",https://www.playitagainsports.com/locations/ocala-fl,"(29.1878165, -82.1134697)",29.1878165,-82.1134697
89,Play It Again Sports,Palm Harbor,FLORIDA,"Play It Again Sports, Palm Harbor, FLORIDA",https://www.playitagainsports.com/locations/palm-harbor-fl,"(28.092128, -82.738033)",28.092128,-82.738033
90,Play It Again Sports,Sarasota,FLORIDA,"Play It Again Sports, Sarasota, FLORIDA",https://www.playitagainsports.com/locations/sarasota-fl,"(27.3394948, -82.46192289999999)",27.3394948,-82.46192289999999
91,Play It Again Sports,St. Petersburg,FLORIDA,"Play It Again Sports, St. Petersburg, FLORIDA",https://www.playitagainsports.com/locations/st-petersburg-fl,"(27.807167, -82.7514971)",27.807167,-82.7514971
92,Play It Again Sports,Stuart,FLORIDA,"Play It Again Sports, Stuart, FLORIDA",https://www.playitagainsports.com/locations/stuart-fl,"(27.1639079, -80.22507619999999)",27.1639079,-80.22507619999999
93,Play It Again Sports,Tallahassee,FLORIDA,"Play It Again Sports, Tallahassee, FLORIDA",https://www.playitagainsports.com/locations/tallahassee-fl,"(30.495332, -84.2449042)",30.495332,-84.2449042
94,Play It Again Sports,Tampa x2,FLORIDA,"Play It Again Sports, Tampa x2, FLORIDA",https://www.playitagainsports.com/locations/tampa-fl-south,"(27.9057428, -82.50380150000001)",27.9057428,-82.50380150000001
95,Play It Again Sports,Vero Beach,FLORIDA,"Play It Again Sports, Vero Beach, FLORIDA",https://www.playitagainsports.com/locations/vero-beach-fl,"(27.6409838, -80.45396649999999)",27.6409838,-80.45396649999999
96,Play It Again Sports,Wesley Chapel,FLORIDA,"Play It Again Sports, Wesley Chapel, FLORIDA",https://www.playitagainsports.com/locations/wesley-chapel-fl,"(28.1823625, -82.35252960000001)",28.1823625,-82.35252960000001
97,Play It Again Sports,Winter Springs,FLORIDA,"Play It Again Sports, Winter Springs, FLORIDA",https://www.playitagainsports.com/locations/winter-springs-fl,"(28.6455498, -81.26457359999999)",28.6455498,-81.26457359999999
98,Play It Again Sports,Atlanta,GEORGIA,"Play It Again Sports, Atlanta, GEORGIA",https://www.playitagainsports.com/locations/atlanta-ga-buckhead,"(33.8608434, -84.3818517)",33.8608434,-84.3818517
99,Play It Again Sports,Austell,GEORGIA,"Play It Again Sports, Austell, GEORGIA",https://www.playitagainsports.com/locations/austell-ga,"(33.8554845, -84.5826486)",33.8554845,-84.5826486
100,Play It Again Sports,Buford,GEORGIA,"Play It Again Sports, Buford, GEORGIA",https://www.playitagainsports.com/locations/buford-ga,"(34.0681677, -83.9805868)",34.0681677,-83.9805868
101,Play It Again Sports,Cartersville,GEORGIA,"Play It Again Sports, Cartersville, GEORGIA",https://www.playitagainsports.com/locations/cartersville-ga,"(34.17414, -84.783048)",34.17414,-84.783048
102,Play It Again Sports,Decatur,GEORGIA,"Play It Again Sports, Decatur, GEORGIA",https://www.playitagainsports.com/locations/decatur-ga,"(33.7907769, -84.3051923)",33.7907769,-84.3051923
103,Play It Again Sports,Fayetteville,GEORGIA,"Play It Again Sports, Fayetteville, GEORGIA",https://www.playitagainsports.com/locations/fayetteville-ga,"(33.4566385, -84.4533218)",33.4566385,-84.4533218
104,Play It Again Sports,Kennesaw,GEORGIA,"Play It Again Sports, Kennesaw, GEORGIA",https://www.playitagainsports.com/locations/kennesaw-ga,"(34.0095758, -84.5757861)",34.0095758,-84.5757861
105,Play It Again Sports,Roswell,GEORGIA,"Play It Again Sports, Roswell, GEORGIA",https://www.playitagainsports.com/locations/roswell-ga,"(34.0421787, -84.33439260000002)",34.0421787,-84.33439260000002
106,Play It Again Sports,Snellville,GEORGIA,"Play It Again Sports, Snellville, GEORGIA",https://www.playitagainsports.com/locations/snellville-ga,"(33.7907769, -84.3051923)",33.7907769,-84.3051923
107,Outdoor Trader,Flowery Branch,GEORGIA,"Outdoor Trader, Flowery Branch, GEORGIA",https://www.facebook.com/pages/category/Shopping---Retail/Outdoor-Trader-152084232144255/,"(34.5976086, -83.7637073)",34.5976086,-83.7637073
108,Outdoor Trader,GA,GEORGIA,"Outdoor Trader, GA, GEORGIA",https://www.facebook.com/pages/category/Shopping---Retail/Outdoor-Trader-152084232144255/,"(34.9190385, -85.122478)",34.9190385,-85.122478
109,McCall Sports Exchange,McCall,IDAHO,"McCall Sports Exchange, McCall, IDAHO",http://www.mccallsports.com/,"(44.90905129999999, -116.0978217)",44.90905129999999,-116.0978217
110,Victor Outdoor Seconds,Victor,IDAHO,"Victor Outdoor Seconds, Victor, IDAHO",https://www.facebook.com/pages/category/Outdoor-Equipment-Store/Victor-Outdoor-Seconds-459248724148148/,"(43.603181, -111.1110197)",43.603181,-111.1110197
111,Magic Valley Gear Exchange,Twin Falls,IDAHO,"Magic Valley Gear Exchange, Twin Falls, IDAHO",https://www.mvgearexchange.com/,"(42.5538185, -114.4657711)",42.5538185,-114.4657711
112,Boise Gear Collective,Boise,IDAHO,"Boise Gear Collective, Boise, IDAHO",https://www.boisegearcollective.com/,"(43.6110614, -116.2068279)",43.6110614,-116.2068279
113,Outdoor Exchange,Boise,IDAHO,"Outdoor Exchange, Boise, IDAHO",https://www.outdoor-exchange.com/,"(43.6183889, -116.2119497)",43.6183889,-116.2119497
114,Score Outdoors,Boise,IDAHO,"Score Outdoors, Boise, IDAHO",https://www.score-outdoors.com/,"(43.6201482, -116.3118764)",43.6201482,-116.3118764
115,Athletic Attic,Boise,IDAHO,"Athletic Attic, Boise, IDAHO",https://www.athleticatticboise.com/,"(43.5811819, -116.1743283)",43.5811819,-116.1743283
116,White Pine Outfitters,Moscow,IDAHO,"White Pine Outfitters, Moscow, IDAHO",https://www.whitepine-outfitters.com/,"(46.73307140000001, -117.0022736)",46.73307140000001,-117.0022736
117,Play It Again Sports,,IDAHO,"Play It Again Sports, , IDAHO",https://www.playitagainsports.com/locations/boise-id,"(43.6200689, -116.2763515)",43.6200689,-116.2763515
118,Play It Again Sports,Boise,IDAHO,"Play It Again Sports, Boise, IDAHO",https://www.playitagainsports.com/locations/boise-id,"(43.6200689, -116.2763515)",43.6200689,-116.2763515
119,Play It Again Sports,Idaho Falls,IDAHO,"Play It Again Sports, Idaho Falls, IDAHO",https://www.playitagainsports.com/locations/idaho-falls-id,"(43.4926162, -111.9984081)",43.4926162,-111.9984081
120,Play It Again Sports,Nampa,IDAHO,"Play It Again Sports, Nampa, IDAHO",https://www.playitagainsports.com/locations/nampa-id,"(43.6094207, -116.6096628)",43.6094207,-116.6096628
121,Play It Again Sports,Crystal Lake,ILLINOIS,"Play It Again Sports, Crystal Lake, ILLINOIS",https://www.playitagainsports.com/locations/crystal-lake-il,"(42.228398, -88.3169549)",42.228398,-88.3169549
122,Play It Again Sports,Decatur,ILLINOIS,"Play It Again Sports, Decatur, ILLINOIS",https://www.playitagainsports.com/locations/decatur-il,"(39.8775127, -88.95256250000001)",39.8775127,-88.95256250000001
123,Play It Again Sports,Evanston,ILLINOIS,"Play It Again Sports, Evanston, ILLINOIS",https://www.playitagainsports.com/locations/evanston-il,"(42.0388177, -87.69958729999999)",42.0388177,-87.69958729999999
124,Play It Again Sports,Naperville,ILLINOIS,"Play It Again Sports, Naperville, ILLINOIS",https://www.playitagainsports.com/locations/naperville-il,"(41.7490611, -88.1646222)",41.7490611,-88.1646222
125,Play It Again Sports,Northbrook,ILLINOIS,"Play It Again Sports, Northbrook, ILLINOIS",https://www.playitagainsports.com/locations/northbrook-il,"(42.1451119, -87.8280729)",42.1451119,-87.8280729
126,Play It Again Sports,Oak Lawn,ILLINOIS,"Play It Again Sports, Oak Lawn, ILLINOIS",https://www.playitagainsports.com/locations/oak-lawn-il,"(41.7199554, -87.76069869999999)",41.7199554,-87.76069869999999
127,Play It Again Sports,O’Fallon,ILLINOIS,"Play It Again Sports, O’Fallon, ILLINOIS",https://www.playitagainsports.com/locations/ofallon-il,"(38.5919912, -89.9647)",38.5919912,-89.9647
128,Play It Again Sports,Oswego,ILLINOIS,"Play It Again Sports, Oswego, ILLINOIS",https://www.playitagainsports.com/locations/oswego-il,"(41.6974336, -88.3146749)",41.6974336,-88.3146749
129,Play It Again Sports,Palatine,ILLINOIS,"Play It Again Sports, Palatine, ILLINOIS",https://www.playitagainsports.com/locations/palatine-il,"(42.1179234, -88.0356604)",42.1179234,-88.0356604
130,Play It Again Sports,Schaumberg,ILLINOIS,"Play It Again Sports, Schaumberg, ILLINOIS",https://www.playitagainsports.com/locations/Schaumburg-il,"(42.0068668, -88.07832409999999)",42.0068668,-88.07832409999999
131,Play It Again Sports,St. Charles,ILLINOIS,"Play It Again Sports, St. Charles, ILLINOIS",https://www.playitagainsports.com/locations/st-charles-il,"(41.9139138, -88.338848)",41.9139138,-88.338848
132,Play It Again Sports,Villa Park,ILLINOIS,"Play It Again Sports, Villa Park, ILLINOIS",https://www.playitagainsports.com/locations/villa-park-il,"(41.9053559, -87.96922839999999)",41.9053559,-87.96922839999999
133,Play It Again Sports,Westmont,ILLINOIS,"Play It Again Sports, Westmont, ILLINOIS",https://www.playitagainsports.com/locations/westmont-il,"(41.8095223, -87.9839035)",41.8095223,-87.9839035
134,Play It Again Sports,Wrigleyville,ILLINOIS,"Play It Again Sports, Wrigleyville, ILLINOIS",https://www.playitagainsports.com/locations/chicago-il-wrigleyville,"(41.9536428, -87.6687697)",41.9536428,-87.6687697
135,Play It Again Sports,Carmel,INDIANA,"Play It Again Sports, Carmel, INDIANA",https://www.playitagainsports.com/locations/carmel-in,"(39.9579009, -86.11564059999999)",39.9579009,-86.11564059999999
136,Play It Again Sports,Elkhart,INDIANA,"Play It Again Sports, Elkhart, INDIANA",https://www.playitagainsports.com/locations/elkhart-in,"(41.6456049, -85.93439269999999)",41.6456049,-85.93439269999999
137,Play It Again Sports,Evansville,INDIANA,"Play It Again Sports, Evansville, INDIANA",https://www.playitagainsports.com/locations/evansville-in,"(37.9872647, -87.4770368)",37.9872647,-87.4770368
138,Play It Again Sports,Fishers,INDIANA,"Play It Again Sports, Fishers, INDIANA",https://www.playitagainsports.com/locations/fishers-in,"(39.9586994, -85.9167511)",39.9586994,-85.9167511
139,Play It Again Sports,Indianapolis,INDIANA,"Play It Again Sports, Indianapolis, INDIANA",https://www.playitagainsports.com/locations/indianapolis-in-south,"(39.6359208, -86.15774189999999)",39.6359208,-86.15774189999999
140,Play It Again Sports,Cedar Rapids,IOWA,"Play It Again Sports, Cedar Rapids, IOWA",https://www.playitagainsports.com/locations/cedar-rapids-ia,"(42.01562740000001, -91.63324550000002)",42.01562740000001,-91.63324550000002
141,Play It Again Sports,Clive,IOWA,"Play It Again Sports, Clive, IOWA",https://www.playitagainsports.com/locations/clive-ia,"(41.6107985, -93.7541749)",41.6107985,-93.7541749
142,Play It Again Sports,Iowa City,IOWA,"Play It Again Sports, Iowa City, IOWA",https://www.playitagainsports.com/locations/iowa-city-ia,"(41.6425644, -91.5057667)",41.6425644,-91.5057667
143,Play It Again Sports,Overland Park,KANSAS,"Play It Again Sports, Overland Park, KANSAS",https://www.playitagainsports.com/locations/overland-park-ks,"(38.8824675, -94.6707156)",38.8824675,-94.6707156
144,Play It Again Sports,Wichita,KANSAS,"Play It Again Sports, Wichita, KANSAS",https://www.playitagainsports.com/locations/wichita-ks,"(37.692957, -97.4461917)",37.692957,-97.4461917
145,Boone Gap Outfitters,Berea,KENTUCKY,"Boone Gap Outfitters, Berea, KENTUCKY",https://www.boonegap.com/,"(37.5489711, -84.310327)",37.5489711,-84.310327
146,Play It Again Sports,Florence,KENTUCKY,"Play It Again Sports, Florence, KENTUCKY",https://www.playitagainsports.com/locations/florence-ky,"(38.9779154, -84.6558502)",38.9779154,-84.6558502
147,Play It Again Sports,Louisville x2,KENTUCKY,"Play It Again Sports, Louisville x2, KENTUCKY",https://www.playitagainsports.com/locations/louisville-ky-okolona,"(38.1369116, -85.6836517)",38.1369116,-85.6836517
148,Sportsman's Paradise Consignment,West Monroe,LOUISIANA,"Sportsman's Paradise Consignment, West Monroe, LOUISIANA",https://www.sportsmansparadiseconsignment.com/,"(32.5260426, -92.1228519)",32.5260426,-92.1228519
149,Play It Again Sports,Shreveport,LOUISIANA,"Play It Again Sports, Shreveport, LOUISIANA",https://www.playitagainsports.com/locations/shreveport-la,"(32.444001, -93.70969269999999)",32.444001,-93.70969269999999
150,Woods + Waters Gear Exchange,Brunswick,MAINE,"Woods + Waters Gear Exchange, Brunswick, MAINE",https://wwgearexchange.com/,"(43.9144801, -69.9662851)",43.9144801,-69.9662851
151,GearME,Freeport,MAINE,"GearME, Freeport, MAINE",https://www.gearmeoutdoors.com/,"(43.8362341, -70.1251324)",43.8362341,-70.1251324
152,Portland Gear Hub,Portland,MAINE,"Portland Gear Hub, Portland, MAINE",https://portlandgearhub.org/bike-shop-gear-hub/consignment/,"(43.6685474, -70.25333909999999)",43.6685474,-70.25333909999999
153,Play It Again Sports,Auburn,MAINE,"Play It Again Sports, Auburn, MAINE",https://www.playitagainsports.com/locations/auburn-me,"(44.1112512, -70.22535959999999)",44.1112512,-70.22535959999999
154,Play It Again Sports,Biddeford,MAINE,"Play It Again Sports, Biddeford, MAINE",https://www.playitagainsports.com/locations/biddeford-me,"(43.4794856, -70.486593)",43.4794856,-70.486593
155,Play It Again Sports,Portland,MAINE,"Play It Again Sports, Portland, MAINE",https://www.playitagainsports.com/locations/portland-me,"(43.6675535, -70.25797419999999)",43.6675535,-70.25797419999999
156,Play It Again Sports,Baltimore,MARYLAND,"Play It Again Sports, Baltimore, MARYLAND",https://www.playitagainsports.com/locations/baltimore-md,"(39.3743696, -76.5098136)",39.3743696,-76.5098136
157,Play It Again Sports,Ellicott City,MARYLAND,"Play It Again Sports, Ellicott City, MARYLAND",https://www.playitagainsports.com/locations/ellicott-city-md,"(39.2781728, -76.8268326)",39.2781728,-76.8268326
158,Play It Again Sports,Frederick,MARYLAND,"Play It Again Sports, Frederick, MARYLAND",https://www.playitagainsports.com/locations/frederick-md,"(39.39418269999999, -77.40840279999999)",39.39418269999999,-77.40840279999999
159,Play It Again Sports,Westminster,MARYLAND,"Play It Again Sports, Westminster, MARYLAND",https://www.playitagainsports.com/locations/westminster-md,"(39.564879, -76.9789704)",39.564879,-76.9789704
160,Play It Again Sports,Deaham,MASSACHUSETTS,"Play It Again Sports, Deaham, MASSACHUSETTS",https://www.playitagainsports.com/locations/dedham-ma,"(42.2402895, -71.17900089999999)",42.2402895,-71.17900089999999
161,Play It Again Sports,Leominster,MASSACHUSETTS,"Play It Again Sports, Leominster, MASSACHUSETTS",https://www.playitagainsports.com/locations/leominster-ma,"(42.5573853, -71.7725791)",42.5573853,-71.7725791
162,Play It Again Sports,North Reading,MASSACHUSETTS,"Play It Again Sports, North Reading, MASSACHUSETTS",https://www.playitagainsports.com/locations/north-reading-ma,"(42.5880123, -71.115247)",42.5880123,-71.115247
163,Play It Again Sports,Stoneham,MASSACHUSETTS,"Play It Again Sports, Stoneham, MASSACHUSETTS",https://www.playitagainsports.com/locations/stoneham-ma,"(42.4807811, -71.10818370000001)",42.4807811,-71.10818370000001
164,Play It Again Sports,Waltham,MASSACHUSETTS,"Play It Again Sports, Waltham, MASSACHUSETTS",https://www.playitagainsports.com/locations/waltham-ma,"(42.3688394, -71.220182)",42.3688394,-71.220182
165,Switchback Gear Exchange,Grand Rapids,MICHIGAN,"Switchback Gear Exchange, Grand Rapids, MICHIGAN",https://goswitchback.com/,"(43.0023121, -85.65374039999999)",43.0023121,-85.65374039999999
166,Play It Again Sports,Ann Arbor,MICHIGAN,"Play It Again Sports, Ann Arbor, MICHIGAN",https://www.playitagainsports.com/locations/ann-arbor-mi,"(42.2786937, -83.78183949999999)",42.2786937,-83.78183949999999
167,Play It Again Sports,Canton,MICHIGAN,"Play It Again Sports, Canton, MICHIGAN",https://www.playitagainsports.com/locations/canton-mi,"(42.32177850000001, -83.45736110000001)",42.32177850000001,-83.45736110000001
168,Play It Again Sports,Chesterfield,MICHIGAN,"Play It Again Sports, Chesterfield, MICHIGAN",https://www.playitagainsports.com/locations/chesterfield-mi,"(42.6720962, -82.83644869999999)",42.6720962,-82.83644869999999
169,Play It Again Sports,Clawson,MICHIGAN,"Play It Again Sports, Clawson, MICHIGAN",https://www.playitagainsports.com/locations/clawson-mi,"(42.5321144, -83.163264)",42.5321144,-83.163264
170,Play It Again Sports,Flint,MICHIGAN,"Play It Again Sports, Flint, MICHIGAN",https://www.playitagainsports.com/locations/flint-mi,"(42.9810075, -83.76022280000001)",42.9810075,-83.76022280000001
171,Play It Again Sports,Grand Rapids x2,MICHIGAN,"Play It Again Sports, Grand Rapids x2, MICHIGAN",https://www.playitagainsports.com/locations/grand-rapids-mi-comstock-park,"(43.027541, -85.68835299999999)",43.027541,-85.68835299999999
172,Play It Again Sports,Novi,MICHIGAN,"Play It Again Sports, Novi, MICHIGAN",https://www.playitagainsports.com/locations/novi-mi,"(42.4796197, -83.4762743)",42.4796197,-83.4762743
173,Play It Again Sports,Roseville,MICHIGAN,"Play It Again Sports, Roseville, MICHIGAN",https://www.playitagainsports.com/locations/roseville-mi,"(42.4910263, -82.9416123)",42.4910263,-82.9416123
174,Play It Again Sports,Southgate,MICHIGAN,"Play It Again Sports, Southgate, MICHIGAN",https://www.playitagainsports.com/locations/southgate-mi,"(42.1983335, -83.2239354)",42.1983335,-83.2239354
175,Play It Again Sports,Traverse City,MICHIGAN,"Play It Again Sports, Traverse City, MICHIGAN",https://www.playitagainsports.com/locations/traverse-city-mi,"(44.7329478, -85.60052999999999)",44.7329478,-85.60052999999999
176,Great Lakes Gear Exchange,Duluth,MINNESOTA,"Great Lakes Gear Exchange, Duluth, MINNESOTA",https://www.greatlakesgearexchange.com/,"(46.79467880000001, -92.0957782)",46.79467880000001,-92.0957782
177,Repair Lair,Minneapolis,MINNESOTA,"Repair Lair, Minneapolis, MINNESOTA",https://www.repairlair.com/,"(44.9486047, -93.2239275)",44.9486047,-93.2239275
178,Thrifty Outfitters,Minneapolis,MINNESOTA,"Thrifty Outfitters, Minneapolis, MINNESOTA",https://www.midwestmtn.com/merchandise/thrifty-outfitters/,"(44.97067999999999, -93.24688300000001)",44.97067999999999,-93.24688300000001
179,Play It Again Sports,Blaine,MINNESOTA,"Play It Again Sports, Blaine, MINNESOTA",https://www.playitagainsports.com/locations/blaine-mn,"(45.154508, -93.233987)",45.154508,-93.233987
180,Play It Again Sports,Buffalo,MINNESOTA,"Play It Again Sports, Buffalo, MINNESOTA",https://www.playitagainsports.com/locations/buffalo-mn,"(45.1887574, -93.87791899999999)",45.1887574,-93.87791899999999
181,Play It Again Sports,Burnsville,MINNESOTA,"Play It Again Sports, Burnsville, MINNESOTA",https://www.playitagainsports.com/locations/burnsville-mn,"(44.75040430000001, -93.28630059999999)",44.75040430000001,-93.28630059999999
182,Play It Again Sports,Chaska,MINNESOTA,"Play It Again Sports, Chaska, MINNESOTA",https://www.playitagainsports.com/locations/chaska-mn,"(44.828849, -93.59825990000002)",44.828849,-93.59825990000002
183,Play It Again Sports,Duluth,MINNESOTA,"Play It Again Sports, Duluth, MINNESOTA",https://www.playitagainsports.com/locations/duluth-mn,"(46.8212883, -92.0970067)",46.8212883,-92.0970067
184,Play It Again Sports,Eagan,MINNESOTA,"Play It Again Sports, Eagan, MINNESOTA",https://www.playitagainsports.com/locations/eagan-mn,"(44.8317413, -93.1574249)",44.8317413,-93.1574249
185,Play It Again Sports,Elk River,MINNESOTA,"Play It Again Sports, Elk River, MINNESOTA",https://www.playitagainsports.com/locations/elk-river-mn,"(45.3201996, -93.5606561)",45.3201996,-93.5606561
186,Play It Again Sports,Mankato,MINNESOTA,"Play It Again Sports, Mankato, MINNESOTA",https://www.playitagainsports.com/locations/mankato-mn,"(44.167608, -93.9610373)",44.167608,-93.9610373
187,Play It Again Sports,Minnetonka,MINNESOTA,"Play It Again Sports, Minnetonka, MINNESOTA",https://www.playitagainsports.com/locations/minnetonka-mn,"(44.9337903, -93.4234073)",44.9337903,-93.4234073
188,Play It Again Sports,Roseville,MINNESOTA,"Play It Again Sports, Roseville, MINNESOTA",https://www.playitagainsports.com/locations/roseville-mn,"(45.0183595, -93.1777589)",45.0183595,-93.1777589
189,Play It Again Sports,St. Cloud,MINNESOTA,"Play It Again Sports, St. Cloud, MINNESOTA",https://www.playitagainsports.com/locations/waite-park-mn,"(45.5526722, -94.21780919999999)",45.5526722,-94.21780919999999
190,Play It Again Sports,St. Paul x2,MINNESOTA,"Play It Again Sports, St. Paul x2, MINNESOTA",https://www.playitagainsports.com/locations/st-paul-mn,"(44.9459127, -93.1672282)",44.9459127,-93.1672282
191,Play It Again Sports,Woodbury,MINNESOTA,"Play It Again Sports, Woodbury, MINNESOTA",https://www.playitagainsports.com/locations/woodbury-mn,"(44.9250498, -92.97172800000001)",44.9250498,-92.97172800000001
192,Play It Again Sports,Hattiesburg,MISSISSIPPI,"Play It Again Sports, Hattiesburg, MISSISSIPPI",https://www.playitagainsports.com/locations/hattiesburg-ms,"(31.32352, -89.353819)",31.32352,-89.353819
193,Old Mountain Gear Exchange,St. Louis,MISSOURI,"Old Mountain Gear Exchange, St. Louis, MISSOURI",https://oldmountainsx.com/,"(38.6042307, -90.33800649999999)",38.6042307,-90.33800649999999
194,Play It Again Sports,Arnold,MISSOURI,"Play It Again Sports, Arnold, MISSOURI",https://www.playitagainsports.com/locations/arnold-mo,"(38.4462871, -90.376161)",38.4462871,-90.376161
195,Play It Again Sports,Columbia,MISSOURI,"Play It Again Sports, Columbia, MISSOURI",https://www.playitagainsports.com/locations/columbia-mo,"(38.966598, -92.3564785)",38.966598,-92.3564785
196,Play It Again Sports,Kirkwood,MISSOURI,"Play It Again Sports, Kirkwood, MISSOURI",https://www.playitagainsports.com/locations/kirkwood-mo,"(38.5996277, -90.4111745)",38.5996277,-90.4111745
197,Play It Again Sports,Springfield,MISSOURI,"Play It Again Sports, Springfield, MISSOURI",https://www.playitagainsports.com/locations/springfield-mo,"(37.15864699999999, -93.274314)",37.15864699999999,-93.274314
198,Play It Again Sports,St. Peters,MISSOURI,"Play It Again Sports, St. Peters, MISSOURI",https://www.playitagainsports.com/locations/st-peters-mo,"(38.792648, -90.61877899999999)",38.792648,-90.61877899999999
199,Second Wind Sports Inc.,Bozeman,MONTANA,"Second Wind Sports Inc., Bozeman, MONTANA",https://www.facebook.com/Second-Wind-Sports-126023990748507/,"(45.6775453, -111.0380276)",45.6775453,-111.0380276
200,Replay Sports,Kalispell,MONTANA,"Replay Sports, Kalispell, MONTANA",https://www.facebook.com/ReplaySportsKalispell/,"(48.2397894, -114.2757943)",48.2397894,-114.2757943
201,The Sports Exchange,Missoula,MONTANA,"The Sports Exchange, Missoula, MONTANA",https://www.facebook.com/Sportexchangemissoula/,"(46.8668804, -113.9980236)",46.8668804,-113.9980236
202,Recycled ActiveWear,Missoula,MONTANA,"Recycled ActiveWear, Missoula, MONTANA",https://www.facebook.com/recycledactivewear/,"(46.867192, -114.0167261)",46.867192,-114.0167261
203,Runner Up Sports,Whitefish,MONTANA,"Runner Up Sports, Whitefish, MONTANA",https://www.facebook.com/pages/Runner-Up-Sports/461852113946178,"(48.41173089999999, -114.3359249)",48.41173089999999,-114.3359249
204,Woods and Water Apparel and Consignment,Whitefish,MONTANA,"Woods and Water Apparel and Consignment, Whitefish, MONTANA",https://www.facebook.com/woodsandwaterwf/,"(48.4106373, -114.3352652)",48.4106373,-114.3352652
205,Play It Again Sports,Billings,MONTANA,"Play It Again Sports, Billings, MONTANA",https://www.playitagainsports.com/locations/billings-mt,"(45.7798802, -108.5758856)",45.7798802,-108.5758856
206,Play It Again Sports,Bozeman,MONTANA,"Play It Again Sports, Bozeman, MONTANA",https://www.playitagainsports.com/locations/bozeman-mt,"(45.6943045, -111.0565988)",45.6943045,-111.0565988
207,Play It Again Sports,Helena,MONTANA,"Play It Again Sports, Helena, MONTANA",https://www.playitagainsports.com/locations/helena-mt,"(46.6194486, -112.0221047)",46.6194486,-112.0221047
208,Play It Again Sports,Grand Island,NEBRASKA,"Play It Again Sports, Grand Island, NEBRASKA",https://www.playitagainsports.com/locations/grand-island-ne,"(40.9434276, -98.37975940000001)",40.9434276,-98.37975940000001
209,Play It Again Sports,Lincoln,NEBRASKA,"Play It Again Sports, Lincoln, NEBRASKA",https://www.playitagainsports.com/locations/lincoln-ne,"(40.821056, -96.653134)",40.821056,-96.653134
210,Play It Again Sports,Omaha,NEBRASKA,"Play It Again Sports, Omaha, NEBRASKA",https://www.playitagainsports.com/locations/omaha-ne,"(41.2333556, -96.04650769999999)",41.2333556,-96.04650769999999
211,Gear Hut,Reno,NEVADA,"Gear Hut, Reno, NEVADA",https://www.gearhutreno.com/,"(39.5134556, -119.8037872)",39.5134556,-119.8037872
212,Play It Again Sports,Carson City,NEVADA,"Play It Again Sports, Carson City, NEVADA",https://www.playitagainsports.com/locations/carson-city-nv,"(39.1085234, -119.7766224)",39.1085234,-119.7766224
213,Play It Again Sports,Las Vegas,NEVADA,"Play It Again Sports, Las Vegas, NEVADA",https://www.playitagainsports.com/locations/las-vegas-nv-summerlin,"(36.1128783, -115.3106588)",36.1128783,-115.3106588
214,2nd Wind Sporting Goods,Keene,NEW HAMPSHIRE,"2nd Wind Sporting Goods, Keene, NEW HAMPSHIRE",https://2ndwindsports.business.site/,"(42.9260915, -72.26900309999999)",42.9260915,-72.26900309999999
215,International Mountain Equipment,North Conway,NEW HAMPSHIRE,"International Mountain Equipment, North Conway, NEW HAMPSHIRE",https://www.ime-usa.com/ime/,"(44.0542132, -71.1285029)",44.0542132,-71.1285029
216,Play It Again Sports,Portsmouth,NEW HAMPSHIRE,"Play It Again Sports, Portsmouth, NEW HAMPSHIRE",https://www.playitagainsports.com/locations/portsmouth-nh,"(43.0445827, -70.7741863)",43.0445827,-70.7741863
217,Play It Again Sports,Deptford,NEW JERSEY,"Play It Again Sports, Deptford, NEW JERSEY",https://www.playitagainsports.com/locations/deptford-nj,"(39.83111110000001, -75.1116667)",39.83111110000001,-75.1116667
218,Outdoor Regear,Albuquerque,NEW MEXICO,"Outdoor Regear, Albuquerque, NEW MEXICO",http://outdoorregear.com/,"(35.1281, -106.622484)",35.1281,-106.622484
219,Re-Threads for Gear Heads,Taos,NEW MEXICO,"Re-Threads for Gear Heads, Taos, NEW MEXICO",https://rethreadstaos.com/Gear_heads.html,"(36.4026291, -105.5751062)",36.4026291,-105.5751062
220,Rerouted Coop,Taos (well they started in Taos but are actually an online used gear service to give shops the tools to sell online to a wider audience. Re-Threads was their first partner.),NEW MEXICO,"Rerouted Coop, Taos (well they started in Taos but are actually an online used gear service to give shops the tools to sell online to a wider audience. Re-Threads was their first partner.), NEW MEXICO",https://reroutedcoop.com,"(36.4119569, -105.5693926)",36.4119569,-105.5693926
221,Play It Again Sports,Albuquerque x2,NEW MEXICO,"Play It Again Sports, Albuquerque x2, NEW MEXICO",https://www.playitagainsports.com/locations/albuquerque-nm-northeast-heights,"(35.1196431, -106.7032357)",35.1196431,-106.7032357
222,Play It Again Sports,Las Cruces,NEW MEXICO,"Play It Again Sports, Las Cruces, NEW MEXICO",https://www.playitagainsports.com/locations/las-cruces-nm,"(32.3097712, -106.7680192)",32.3097712,-106.7680192
223,Old Goat Gear Exchange,Ithaca,NEW YORK,"Old Goat Gear Exchange, Ithaca, NEW YORK",https://oldgoatgearexchange.com/,"(42.439711, -76.494962)",42.439711,-76.494962
